district,borough,building_id,school_name,org_id,project_#,description,fy_constr_start,total
10,Bronx,X209,P.S. 209,X209,DSF0000865931,Classroom Connectivity,2017,172054
10,Bronx,X254,I.S. 254,,DSF0000822210,State of Good Repair - System Replacements - Exterior,2017,2466094
10,Bronx,X254,I.S. 254,,DSF0000821031,State of Good Repair - System Replacements - Roofs,2017,2212649
10,Bronx,X254,I.S. 254,X254,DSF0000866221,Classroom Connectivity,2017,22121
10,Bronx,X279,P.S. 279,X279,DSF0000866222,Classroom Connectivity,2017,40040
10,Bronx,X279,P.S. 279,X279,DSF0000867131,New/Retrofit Telephone/Intercom Systems,2018,235962
10,Bronx,X306,P.S. 306,,DSF0000799857,State of Good Repair - System Replacements - Heating,2015,55663
10,Bronx,X340,P.S. 340,X340,DSF0000843790,Classroom Connectivity,2016,326486
10,Bronx,X360,P.S. 360,,DSF0000799535,State of Good Repair - System Replacements - Heating,2015,2375113
10,Bronx,X360,P.S. 360,,DSF0000775094,State of Good Repair - System Replacements - Roofs,2015,1402832
10,Bronx,X360,P.S. 360,X360,DSF0000800253,Classroom Connectivity,2015,332733
10,Bronx,X368,M.S./H.S. 368,X368,DSF0000799913,State of Good Repair - System Replacements - Paved,2017,409502
10,Bronx,X368,M.S./H.S. 368,X368,DSF0000776088,IP Surveillance Camera Installation,2015,517614
10,Bronx,X781,P.S. 51,,DSF0000798134,State of Good Repair - System Replacements -,2015,413212
10,Bronx,X781,P.S. 51,X051,DSF0000800260,Classroom Connectivity,2015,545671
10,Bronx,X819,P.S. 207,X207,DSF0000800263,Classroom Connectivity,2015,503443
10,Bronx,X826,P.S. 226 MINISCHOOL,,DSF0000821732,State of Good Repair - Building Upgrade - Flood,2016,272621
10,Bronx,X826,P.S. 226 MINISCHOOL,X226,DSF0000821731,State of Good Repair - System Replacements - Exterior,2016,1555961
10,Bronx,X826,P.S. 226 MINISCHOOL,,DSF0000821733,State of Good Repair - System Replacements - Roofs,2016,1498327
10,Bronx,X826,P.S. 226 MINISCHOOL,X226,DSF0000866223,Classroom Connectivity,2017,22121
10,Bronx,X826,P.S. 226 MINISCHOOL,X226,DSF0000867130,New/Retrofit Telephone/Intercom Systems,2018,170771
10,Bronx,X843,P.S. 246 (POE CENTER),,DSF0000751712,State of Good Repair - Building Upgrade - Elevators,2017,2384959
10,Bronx,X843,P.S. 246 (POE CENTER),X246,DSF0000797406,State of Good Repair - Building Upgrade - Flood,2017,1822355
10,Bronx,X843,P.S. 246 (POE CENTER),,SCA0000025015,State of Good Repair - System Replacements - Exterior,2017,3668327
10,Bronx,X843,P.S. 246 (POE CENTER),X246,DSF0000797408,State of Good Repair - System Replacements - Parapets,2017,3285975
10,Bronx,X843,P.S. 246 (POE CENTER),X246,DSF0000797414,State of Good Repair - System Replacements - Paved,2017,398210
10,Bronx,X843,P.S. 246 (POE CENTER),X246,DSF0000797407,State of Good Repair - System Replacements - Roofs,2017,1291782
10,Bronx,X843,P.S. 246 (POE CENTER),X246,DSF0000800265,Classroom Connectivity,2015,53828
10,Bronx,X852,BRONX DANCE ACADEMY,X308,DSF0000800201,New/Retrofit Telephone/Intercom Systems,2015,110599
10,Bronx,X852,BRONX DANCE ACADEMY,X308,DSF0000865934,Classroom Connectivity,2017,164836
10,Bronx,X886,P.S. 86 ANNEX,X307,DSF0000800202,New/Retrofit Telephone/Intercom Systems,2015,182846
10,Bronx,X886,P.S. 86 ANNEX,X307,DSF0000822057,New/Retrofit Telephone/Intercom Systems,2015,182846
10,Bronx,X896,P.S. 279 ANNEX,X279,DSF0000800266,Classroom Connectivity,2015,7332
11,Bronx,X016,P.S. 16,,DSF0000748202,State of Good Repair - Building Upgrade - Flood,2015,3435341
11,Bronx,X016,P.S. 16,,DSF0000799650,State of Good Repair - Building Upgrade - Lighting,2015,51790
11,Bronx,X016,P.S. 16,,DSF0000860986,State of Good Repair - Building Upgrade - Low-Voltage,2018,42857
11,Bronx,X016,P.S. 16,,DSF0000771141,State of Good Repair - System Replacements - Paved,2015,1481086
11,Bronx,X016,P.S. 16,,DSF0000817040,State of Good Repair - System Replacements -,2016,96070
11,Bronx,X016,P.S. 16,X016,DSF0000822110,State of Good Repair - System Replacements -,2017,150672
11,Bronx,X016,P.S. 16,X016,DSF0000800173,New/Retrofit Telephone/Intercom Systems,2015,138817
11,Bronx,X019,P.S. 19,,DSF0000793888,State of Good Repair - Building Upgrade - Lighting,2015,485484
11,Bronx,X021,P.S. 21,X021,DSF0000793930,State of Good Repair - System Replacements - Heating,2015,31680
11,Bronx,X021,P.S. 21,X021,DSF0000776079,IP Surveillance Camera Installation,2015,474175
11,Bronx,X041,P.S. 41,X041,DSF0000752360,State of Good Repair - Building Upgrade - Boiler,2017,5734688
11,Bronx,X041,P.S. 41,X041,DSF0000752361,State of Good Repair - Building Upgrade - Climate,2017,1436323
11,Bronx,X041,P.S. 41,,DSF0000799719,State of Good Repair - Building Upgrade - Lighting,2015,138566
11,Bronx,X041,P.S. 41,X041,DSF0000794242,State of Good Repair - System Replacements - Heating,2015,31659
11,Bronx,X041,P.S. 41,X041,DSF0000866060,State of Good Repair - System Replacements -,2018,170000
11,Bronx,X041,P.S. 41,X041,DSF0000800211,Classroom Connectivity,2015,20667
11,Bronx,X068,P.S. 68,,DSF0000861830,State of Good Repair - Building Upgrade - Flood,2017,1677398
11,Bronx,X068,P.S. 68,,DSF0000749082,State of Good Repair - System Replacements -,2015,1300077
11,Bronx,X068,P.S. 68,,DSF0000866982,State of Good Repair - System Replacements -,2018,3000
11,Bronx,X068,P.S. 68,X068,DSF0000799354,State of Good Repair - System Replacements - Exterior,2015,367945
11,Bronx,X068,P.S. 68,X068,DSF0000844082,State of Good Repair - System Replacements - Exterior,2017,216362
11,Bronx,X068,P.S. 68,,DSF0000799847,State of Good Repair - System Replacements - Heating,2015,182616
11,Bronx,X068,P.S. 68,X068,DSF0000839883,State of Good Repair - System Replacements - Paved,2017,816759
11,Bronx,X068,P.S. 68,X068,DSF0000866066,State of Good Repair - System Replacements -,2018,170000
11,Bronx,X076,P.S. 76,X076,DSF0000866142,State of Good Repair - System Replacements - Heating,2018,77690
11,Bronx,X076,P.S. 76,X076,DSF0000865748,System Expansion - New Physical Education Facilities -,2018,224603
11,Bronx,X078,P.S. 78,X078,DSF0000840069,Exterior Masonry,2018,881513
11,Bronx,X078,P.S. 78,,DSF0000818129,State of Good Repair - System Replacements -,2016,101806
11,Bronx,X078,P.S. 78,X078,DSF0000865749,System Expansion - New Physical Education Facilities -,2018,224603
11,Bronx,X083,P.S. 83,,DSF0000795028,State of Good Repair - Building Upgrade - Lighting,2016,988713
11,Bronx,X083,P.S. 83,X083,DSF0000818226,State of Good Repair - System Replacements - Heating,2018,144786
11,Bronx,X083,P.S. 83,,DSF0000822665,State of Good Repair - System Replacements - Heating,2018,229035
11,Bronx,X083,P.S. 83,X083,DSF0000866247,New/Retrofit Telephone/Intercom Systems,2017,337477
11,Bronx,X083,P.S. 83,X083,DSF0000866248,New/Retrofit Telephone/Intercom Systems,2017,162824
11,Bronx,X087,P.S. 87,,DSF0000795109,State of Good Repair - Building Upgrade - Lighting,2016,445414
11,Bronx,X087,P.S. 87,,DSF0000866986,State of Good Repair - System Replacements -,2018,12000
11,Bronx,X087,P.S. 87,,DSF0000818311,State of Good Repair - System Replacements -,2016,450000
11,Bronx,X087,P.S. 87,X087,DSF0000867096,New/Retrofit Telephone/Intercom Systems,2018,173481
11,Bronx,X089,P.S. 89,,DSF0000884892,State of Good Repair - Building Upgrade - Flood,2019,1524064
11,Bronx,X089,P.S. 89,,DSF0000799352,State of Good Repair - Building Upgrade - Interior,2016,508425
11,Bronx,X089,P.S. 89,,DSF0000799661,State of Good Repair - Building Upgrade - Lighting,2015,130209
11,Bronx,X089,P.S. 89,,DSF0000866987,State of Good Repair - System Replacements -,2018,9000
11,Bronx,X089,P.S. 89,,DSF0000818346,State of Good Repair - System Replacements - Heating,2018,69723
11,Bronx,X089,P.S. 89,X089,DSF0000800224,Classroom Connectivity,2015,439816
11,Bronx,X096,P.S. 96,,DSF0000866988,State of Good Repair - System Replacements -,2018,21000
11,Bronx,X097,P.S. 97,X097,DSF0000845630,Educational Enhancements - Educational,2017,775057
11,Bronx,X097,P.S. 97,X097,DSF0000865750,System Expansion - New Physical Education Facilities -,2018,224603
11,Bronx,X097,P.S. 97,X097,DSF0000867097,New/Retrofit Telephone/Intercom Systems,2018,174952
11,Bronx,X103,P.S. 103,,DSF0000799664,State of Good Repair - Building Upgrade - Lighting,2015,212737
11,Bronx,X103,P.S. 103,X103,DSF0000800229,Classroom Connectivity,2015,381373
11,Bronx,X105,P.S. 105,X105,DSF0000795434,State of Good Repair - Building Upgrade - Flood,2017,3561454
11,Bronx,X105,P.S. 105,,DSF0000798473,State of Good Repair - Building Upgrade - Lighting,2016,966960
11,Bronx,X105,P.S. 105,,DSF0000862482,State of Good Repair - Building Upgrade - Low-Voltage,2018,42857
11,Bronx,X105,P.S. 105,X105,DSF0000818615,State of Good Repair - System Replacements - Parapets,2017,1267642
11,Bronx,X105,P.S. 105,,DSF0000818620,State of Good Repair - System Replacements -,2016,358000
11,Bronx,X105,P.S. 105,X105,DSF0000800232,Classroom Connectivity,2015,427295
11,Bronx,X108,P.S. 108,X108,DSF0000865751,System Expansion - New Physical Education Facilities -,2018,224603
11,Bronx,X108,P.S. 108,X108,DSF0000865926,Classroom Connectivity,2017,225202
11,Bronx,X108,P.S. 108,X108,DSF0000867107,New/Retrofit Telephone/Intercom Systems,2018,180501
11,Bronx,X111,P.S. 111,,DSF0000818720,State of Good Repair - Building Upgrade - Lighting,2016,974240
11,Bronx,X111,P.S. 111,X111,DSF0000795543,State of Good Repair - System Replacements - Heating,2015,31659
11,Bronx,X112,P.S. 112,,DSF0000798321,State of Good Repair - Building Upgrade - Boiler,2017,5695988
11,Bronx,X112,P.S. 112,,DSF0000795558,State of Good Repair - Building Upgrade - Climate,2017,1618833
11,Bronx,X112,P.S. 112,,DSF0000840692,State of Good Repair - Building Upgrade - Lighting,2016,848502
11,Bronx,X112,P.S. 112,,DSF0000866991,State of Good Repair - System Replacements -,2018,6000
11,Bronx,X112,P.S. 112,X112,DSF0000800233,Classroom Connectivity,2015,25623
11,Bronx,X113,I.S. 113,X272,DSF0000822687,Educational Enhancements - Educational,2016,2871696
11,Bronx,X113,I.S. 113,,DSF0000798439,State of Good Repair - Building Upgrade - Lighting,2016,1492590
11,Bronx,X113,I.S. 113,X287,DSF0000862622,State of Good Repair - Building Upgrade - Low-Voltage,2018,1363235
11,Bronx,X113,I.S. 113,,DSF0000821622,State of Good Repair - System Replacements -,2019,479066
11,Bronx,X113,I.S. 113,,DSF0000818768,State of Good Repair - System Replacements -,2016,120886
11,Bronx,X113,I.S. 113,X272,DSF0000800234,Classroom Connectivity,2015,481584
11,Bronx,X113,I.S. 113,X272,DSF0000866249,New/Retrofit Telephone/Intercom Systems,2017,299338
11,Bronx,X113,I.S. 113,,DSF0000867071,IP Surveillance Camera Installation,2018,490822
11,Bronx,X121,P.S. 121,,DSF0000822226,State of Good Repair - Building Upgrade - Lighting,2016,974846
11,Bronx,X121,P.S. 121,X121,DSF0000795736,State of Good Repair - System Replacements - Heating,2015,42125
11,Bronx,X121,P.S. 121,,DSF0000818925,State of Good Repair - System Replacements -,2017,73071
11,Bronx,X127,I.S. 127,,DSF0000801085,Educational Enhancements - Educational,2018,1924344
11,Bronx,X127,I.S. 127,,DSF0000822227,State of Good Repair - Building Upgrade - Lighting,2016,902122
11,Bronx,X127,I.S. 127,,DSF0000866994,State of Good Repair - System Replacements -,2018,3000
11,Bronx,X127,I.S. 127,,DSF0000799853,State of Good Repair - System Replacements - Heating,2015,53435
11,Bronx,X135,I.S. 135,X322,DSF0000822206,State of Good Repair - Building Upgrade - Interior,2017,3334865
11,Bronx,X135,I.S. 135,,DSF0000866996,State of Good Repair - System Replacements -,2018,9000
11,Bronx,X135,I.S. 135,X322,DSF0000819133,State of Good Repair - System Replacements - Heating,2018,144786
11,Bronx,X135,I.S. 135,X322,DSF0000795950,State of Good Repair - System Replacements -,2015,138769
11,Bronx,X142,I.S. 142,,DSF0000752369,State of Good Repair - Building Upgrade - Flood,2015,2839787
11,Bronx,X142,I.S. 142,X142,DSF0000796055,State of Good Repair - System Replacements - Heating,2015,37414
11,Bronx,X142,I.S. 142,,DSF0000867074,IP Surveillance Camera Installation,2018,241771
11,Bronx,X144,I.S. 144,X144,DSF0000752363,State of Good Repair - Building Upgrade - Boiler,2016,5203188
11,Bronx,X144,I.S. 144,X144,DSF0000752364,State of Good Repair - Building Upgrade - Climate,2016,1973041
11,Bronx,X144,I.S. 144,X144,DSF0000796098,State of Good Repair - System Replacements - Heating,2015,31659
11,Bronx,X153,P.S. 153,X153,DSF0000865929,Classroom Connectivity,2017,221497
11,Bronx,X160,P.S. 160,,DSF0000796397,State of Good Repair - Building Upgrade - Lighting,2015,1635009
11,Bronx,X160,P.S. 160,,DSF0000868143,State of Good Repair - Building Upgrade - Low-Voltage,2019,42857
11,Bronx,X169,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS,,DSF0000868145,State of Good Repair - Building Upgrade - Low-Voltage,2019,42857
11,Bronx,X175,P.S. 175,,DSF0000798455,State of Good Repair - Building Upgrade - Lighting,2015,740423
11,Bronx,X175,P.S. 175,X175,DSF0000796587,State of Good Repair - System Replacements - Heating,2015,31659
11,Bronx,X178,P.S. 178,X178,DSF0000863639,State of Good Repair - System Replacements -,2018,142419
11,Bronx,X178,P.S. 178,,DSF0000886262,State of Good Repair - System Replacements -,2019,3518468
11,Bronx,X178,P.S. 178,X176,DSF0000776087,IP Surveillance Camera Installation,2015,787025
11,Bronx,X181,I.S. 181,X181,DSF0000800250,Classroom Connectivity,2015,211040
11,Bronx,X189,P.S./I.S. 189 (@STEENWICK AVE),,DSF0000868106,IP Surveillance Camera Installation,2019,425000
11,Bronx,X194,P.S./I.S. 194,X194,DSF0000821907,State of Good Repair - System Replacements -,2015,227499
11,Bronx,X498,THE LT. CURTIS MEYRAN AND JOHN BELLEW EDUCATION COMPLEX,,DSF0000865883,Educational Enhancements - Educational,2017,74465
11,Bronx,X498,THE LT. CURTIS MEYRAN AND JOHN BELLEW EDUCATION COMPLEX,,DSF0000868144,State of Good Repair - Building Upgrade - Low-Voltage,2019,42857
11,Bronx,X498,THE LT. CURTIS MEYRAN AND JOHN BELLEW EDUCATION COMPLEX,X498,DSF0000800258,Classroom Connectivity,2015,310463
11,Bronx,XADY,SAINT LUCY ELEMENTARY SCHOOL,X000,DSF0000866304,Educational Enhancements - Educational,2017,47289
12,Bronx,X044,P.S. 44,,DSF0000794304,State of Good Repair - System Replacements - Exterior,2018,4429303
12,Bronx,X044,P.S. 44,,DSF0000817479,State of Good Repair - System Replacements - Parapets,2018,3496624
12,Bronx,X044,P.S. 44,X044,DSF0000822073,State of Good Repair - System Replacements - Roofs,2018,1954767
12,Bronx,X044,P.S. 44,X044,DSF0000800179,New/Retrofit Telephone/Intercom Systems,2015,215880
12,Bronx,X044,P.S. 44,X044,DSF0000822050,New/Retrofit Telephone/Intercom Systems,2015,215880
12,Bronx,X044,P.S. 44,X044,DSF0000822161,IP Surveillance Camera Installation,2016,852018
12,Bronx,X047,P.S. 47,,DSF0000771636,State of Good Repair - Building Upgrade - Flood,2015,2438853
12,Bronx,X047,P.S. 47,,DSF0000821596,State of Good Repair - Building Upgrade - Lighting,2016,539142
12,Bronx,X047,P.S. 47,,DSF0000771639,State of Good Repair - System Replacements - Exterior,2015,3867121
12,Bronx,X047,P.S. 47,,DSF0000817543,State of Good Repair - System Replacements - Heating,2018,69723
12,Bronx,X047,P.S. 47,,DSF0000771638,State of Good Repair - System Replacements - Parapets,2015,3044702
12,Bronx,X047,P.S. 47,,DSF0000771637,State of Good Repair - System Replacements - Roofs,2015,1736255
12,Bronx,X050,P.S. 50,X050,DSF0000839573,State of Good Repair - System Replacements -,2018,1920862
12,Bronx,X050,P.S. 50,X050,DSF0000867175,State of Good Repair - System Replacements -,2018,55645
12,Bronx,X050,P.S. 50,X314,DSF0000866062,State of Good Repair - System Replacements -,2017,107936
12,Bronx,X050,P.S. 50,X050,DSF0000800180,New/Retrofit Telephone/Intercom Systems,2015,165218
12,Bronx,X057,P.S. 57,X057,DSF0000839662,State of Good Repair - Building Upgrade - Flood,2018,1583832
12,Bronx,X057,P.S. 57,X057,DSF0000839665,State of Good Repair - System Replacements - Exterior,2018,2030538
12,Bronx,X057,P.S. 57,X057,DSF0000866138,State of Good Repair - System Replacements - Heating,2018,77690
12,Bronx,X057,P.S. 57,X057,DSF0000844740,State of Good Repair - System Replacements - Parapets,2018,989371
12,Bronx,X057,P.S. 57,X057,DSF0000839664,State of Good Repair - System Replacements - Roofs,2018,346849
12,Bronx,X057,P.S. 57,X057,DSF0000866063,State of Good Repair - System Replacements -,2018,85000
12,Bronx,X057,P.S. 57,X057,DSF0000800183,New/Retrofit Telephone/Intercom Systems,2015,214220
12,Bronx,X057,P.S. 57,X057,DSF0000822058,New/Retrofit Telephone/Intercom Systems,2015,214220
12,Bronx,X057,P.S. 57,X057,DSF0000866213,Classroom Connectivity,2017,40040
12,Bronx,X061,P.S. 61,,DSF0000794603,State of Good Repair - Building Upgrade - Lighting,2015,870018
12,Bronx,X066,P.S. 66,,DSF0000843909,Educational Enhancements - Educational,2017,2274210
12,Bronx,X066,P.S. 66,X066,DSF0000866141,State of Good Repair - System Replacements - Heating,2018,77690
12,Bronx,X067,P.S. 67,X372,DSF0000777273,Educational Enhancements - Educational,2015,870303
12,Bronx,X067,P.S. 67,,DSF0000794722,State of Good Repair - System Replacements - Heating,2016,2928814
12,Bronx,X067,P.S. 67,X067,DSF0000801053,State of Good Repair - System Replacements - Heating,2016,1204746
12,Bronx,X067,P.S. 67,,DSF0000817911,State of Good Repair - System Replacements -,2016,341568
12,Bronx,X077,P.S. 195,X196,DSF0000840048,State of Good Repair - Building Upgrade - Flood,2017,631469
12,Bronx,X077,P.S. 195,,DSF0000794912,State of Good Repair - Building Upgrade - Lighting,2016,1077605
12,Bronx,X077,P.S. 195,,DSF0000866983,State of Good Repair - System Replacements -,2018,9000
12,Bronx,X077,P.S. 195,X196,DSF0000818106,State of Good Repair - System Replacements - Exterior,2017,5285423
12,Bronx,X077,P.S. 195,,DSF0000840063,State of Good Repair - System Replacements - Heating,2016,88829
12,Bronx,X077,P.S. 195,,DSF0000840051,State of Good Repair - System Replacements - Parapets,2017,1565574
12,Bronx,X077,P.S. 195,X196,DSF0000840050,State of Good Repair - System Replacements - Roofs,2017,1773414
12,Bronx,X077,P.S. 195,X195,DSF0000800221,Classroom Connectivity,2015,492037
12,Bronx,X092,P.S. 92,,DSF0000772483,State of Good Repair - Building Upgrade - Flood,2015,821899
12,Bronx,X092,P.S. 92,,DSF0000799721,State of Good Repair - Building Upgrade - Lighting,2015,140328
12,Bronx,X092,P.S. 92,,DSF0000772486,State of Good Repair - System Replacements - Exterior,2015,1138827
12,Bronx,X092,P.S. 92,,DSF0000799466,State of Good Repair - System Replacements - Parapets,2015,1491539
12,Bronx,X092,P.S. 92,,DSF0000772485,State of Good Repair - System Replacements - Roofs,2015,2429927
12,Bronx,X098,I.S. 98,X098,DSF0000845628,Educational Enhancements - Educational,2018,2449766
12,Bronx,X098,I.S. 98,,DSF0000822666,State of Good Repair - System Replacements - Heating,2017,308282
12,Bronx,X098,I.S. 98,X098,DSF0000866144,State of Good Repair - System Replacements - Heating,2018,77690
12,Bronx,X098,I.S. 98,,DSF0000818505,State of Good Repair - System Replacements -,2015,171003
12,Bronx,X098,I.S. 98,X098,DSF0000822113,State of Good Repair - System Replacements -,2016,247348
12,Bronx,X098,I.S. 98,X098,DSF0000866068,State of Good Repair - System Replacements -,2018,85000
12,Bronx,X102,P.S. 102,,DSF0000865875,Educational Enhancements - Educational,2017,205128
12,Bronx,X102,P.S. 102,X531,DSF0000799480,Educational Enhancements - Educational,2015,149558
12,Bronx,X102,P.S. 102,,DSF0000795381,State of Good Repair - Building Upgrade - Flood,2018,2983483
12,Bronx,X102,P.S. 102,,DSF0000799663,State of Good Repair - Building Upgrade - Lighting,2015,150009
12,Bronx,X102,P.S. 102,,DSF0000823585,State of Good Repair - System Replacements - Heating,2018,69723
12,Bronx,X102,P.S. 102,,DSF0000844155,State of Good Repair - System Replacements - Roofs,2018,1464696
12,Bronx,X102,P.S. 102,X102,DSF0000822071,New/Retrofit Telephone/Intercom Systems,2015,321560
12,Bronx,X116,I.S. 216,X217,DSF0000865820,Educational Enhancements - Educational,2017,79345
12,Bronx,X116,I.S. 216,,DSF0000795636,State of Good Repair - Building Upgrade - Lighting,2015,1729083
12,Bronx,X116,I.S. 216,,DSF0000866992,State of Good Repair - System Replacements -,2018,9000
12,Bronx,X116,I.S. 216,X217,DSF0000800235,Classroom Connectivity,2015,414090
12,Bronx,X129,I.S. 129 (PAIRED W P234),,DSF0000865876,Educational Enhancements - Educational,2016,157970
12,Bronx,X129,I.S. 129 (PAIRED W P234),,DSF0000821626,State of Good Repair - System Replacements -,2017,304054
12,Bronx,X129,I.S. 129 (PAIRED W P234),X129,DSF0000799854,State of Good Repair - System Replacements - Heating,2015,31659
12,Bronx,X129,I.S. 129 (PAIRED W P234),X129,DSF0000866217,Classroom Connectivity,2017,40040
12,Bronx,X134,P.S. 134,X134,DSF0000819122,State of Good Repair - System Replacements - Heating,2019,368651
12,Bronx,X134,P.S. 134,X134,DSF0000800238,Classroom Connectivity,2015,417834
12,Bronx,X150,P.S. 150,X150,DSF0000796218,State of Good Repair - System Replacements - Heating,2015,28083
12,Bronx,X150,P.S. 150,X150,DSF0000800243,Classroom Connectivity,2015,40596
12,Bronx,X158,I.S. 158,,DSF0000865879,Educational Enhancements - Educational,2017,237262
12,Bronx,X158,I.S. 158,,DSF0000866281,Educational Enhancements - Educational,2018,466500
12,Bronx,X158,I.S. 158,X245,DSF0000775850,Educational Enhancements - Educational,2015,1184746
12,Bronx,X158,I.S. 158,,DSF0000796373,State of Good Repair - Building Upgrade - Lighting,2015,2102213
12,Bronx,X158,I.S. 158,,DSF0000867003,State of Good Repair - System Replacements -,2018,3000
12,Bronx,X158,I.S. 158,,DSF0000823661,State of Good Repair - System Replacements -,2016,101859
12,Bronx,X158,I.S. 158,X267,DSF0000866250,New/Retrofit Telephone/Intercom Systems,2017,289382
12,Bronx,X158,I.S. 158,,DSF0000868105,IP Surveillance Camera Installation,2019,525000
12,Bronx,X167,P.S. 214,X214,DSF0000821737,Educational Enhancements - Educational,2015,1044636
12,Bronx,X167,P.S. 214,,DSF0000799722,State of Good Repair - Building Upgrade - Lighting,2015,208985
12,Bronx,X167,P.S. 214,,DSF0000819688,State of Good Repair - System Replacements -,2017,149637
12,Bronx,X167,P.S. 214,X214,DSF0000800249,Classroom Connectivity,2015,236400
12,Bronx,X193,P.S. 211,,DSF0000865880,Educational Enhancements - Educational,2017,139934
12,Bronx,X193,P.S. 211,,DSF0000866282,Educational Enhancements - Educational,2018,451865
12,Bronx,X193,P.S. 211,X211,DSF0000821774,Educational Enhancements - Educational,2015,65931
12,Bronx,X193,P.S. 211,X318,DSF0000821775,Educational Enhancements - Educational,2015,65931
12,Bronx,X193,P.S. 211,,DSF0000799670,State of Good Repair - Building Upgrade - Lighting,2015,183619
12,Bronx,X198,P.S. 198,,DSF0000844050,Educational Enhancements - Educational,2017,2444790
12,Bronx,X198,P.S. 198,,DSF0000796759,State of Good Repair - Building Upgrade - Lighting,2015,1491774
12,Bronx,X198,P.S. 198,X212,DSF0000800196,New/Retrofit Telephone/Intercom Systems,2015,258442
12,Bronx,X198,P.S. 198,X212,DSF0000800251,Classroom Connectivity,2015,417998
12,Bronx,X198,P.S. 198,X212,DSF0000822043,New/Retrofit Telephone/Intercom Systems,2015,258442
33X,Bronx,X807,DISTRICT OFFICE #7 (OLD 18),,DSF0000797347,State of Good Repair - Building Upgrade - Lighting,2016,410827
33X,Bronx,X807,DISTRICT OFFICE #7 (OLD 18),XADM,DSF0000820508,State of Good Repair - Building Upgrade - Reinforcing,2017,146493
75X,Bronx,X012,P.S. 12,,DSF0000866976,State of Good Repair - System Replacements -,2018,12000
75X,Bronx,X012,P.S. 12,X012,DSF0000843972,State of Good Repair - System Replacements - Exterior,2018,2688676
75X,Bronx,X012,P.S. 12,X012,DSF0000866177,State of Good Repair - System Replacements - Parapets,2018,1369167
75X,Bronx,X012,P.S. 12,X012,DSF0000866166,State of Good Repair - System Replacements -,2018,1824536
75X,Bronx,X012,P.S. 12,X012,DSF0000865747,System Expansion - New Physical Education Facilities -,2018,224603
75X,Bronx,X012,P.S. 12,X012,DSF0000800172,New/Retrofit Telephone/Intercom Systems,2015,229108
75X,Bronx,X034,P.S. 34,X188,DSF0000867092,New/Retrofit Telephone/Intercom Systems,2018,271256
75X,Bronx,X084,P.S. 811 (OLD I84),,DSF0000795047,State of Good Repair - Building Upgrade - Lighting,2015,2154950
75X,Bronx,X084,P.S. 811 (OLD I84),X811,DSF0000818244,State of Good Repair - System Replacements - Exterior,2018,2519306
75X,Bronx,X084,P.S. 811 (OLD I84),X811,DSF0000818243,State of Good Repair - System Replacements - Parapets,2018,1407032
75X,Bronx,X084,P.S. 811 (OLD I84),X811,DSF0000818242,State of Good Repair - System Replacements - Roofs,2018,2519814
75X,Bronx,X084,P.S. 811 (OLD I84),X811,DSF0000823639,State of Good Repair - System Replacements -,2018,1434468
75X,Bronx,X084,P.S. 811 (OLD I84),X811,DSF0000865924,Classroom Connectivity,2017,337396
75X,Bronx,X084,P.S. 811 (OLD I84),X811,DSF0000867106,New/Retrofit Telephone/Intercom Systems,2018,513161
75X,Bronx,X136,P.S. 186 (OLD J136),,DSF0000798387,State of Good Repair - Building Upgrade - Boiler,2018,7764091
75X,Bronx,X136,P.S. 186 (OLD J136),,DSF0000795961,State of Good Repair - Building Upgrade - Climate,2018,2069967
75X,Bronx,X136,P.S. 186 (OLD J136),,DSF0000799880,State of Good Repair - Building Upgrade - Flood,2016,542672
75X,Bronx,X136,P.S. 186 (OLD J136),,DSF0000795963,State of Good Repair - Building Upgrade - Lighting,2015,1464295
75X,Bronx,X136,P.S. 186 (OLD J136),,DSF0000866997,State of Good Repair - System Replacements -,2018,3000
75X,Bronx,X136,P.S. 186 (OLD J136),,DSF0000799881,State of Good Repair - System Replacements - Exterior,2016,3165995
75X,Bronx,X136,P.S. 186 (OLD J136),,SCA0000026417,State of Good Repair - System Replacements - Parapets,2016,6820514
75X,Bronx,X136,P.S. 186 (OLD J136),,DSF0000795966,State of Good Repair - System Replacements - Roofs,2016,3570331
75X,Bronx,X136,P.S. 186 (OLD J136),X186,DSF0000866073,State of Good Repair - System Replacements -,2018,170000
75X,Bronx,X136,P.S. 186 (OLD J136),X186,DSF0000800239,Classroom Connectivity,2015,13756
75X,Bronx,X136,P.S. 186 (OLD J136),X186,DSF0000865927,New/Retrofit Telephone/Intercom Systems,2017,278051
75X,Bronx,X155,P.S. 754 (OLD IS155),,DSF0000796317,State of Good Repair - Building Upgrade - Lighting,2015,1911534
75X,Bronx,X155,P.S. 754 (OLD IS155),,DSF0000867001,State of Good Repair - System Replacements -,2018,15000
75X,Bronx,X155,P.S. 754 (OLD IS155),,DSF0000819523,State of Good Repair - System Replacements - Heating,2018,144786
75X,Bronx,X701,P.S. 723,X723,DSF0000845609,State of Good Repair - System Replacements - Heating,2018,221927
75X,Bronx,X701,P.S. 723,X723,DSF0000800259,Classroom Connectivity,2015,505885
75X,Bronx,X722,P.S. 721 (OTC),,DSF0000798330,State of Good Repair - Building Upgrade - Boiler,2017,5531548
75X,Bronx,X722,P.S. 721 (OTC),,DSF0000797329,State of Good Repair - Building Upgrade - Climate,2017,1392327
